,Company,TypeName,Ram,Weight,Price,Touchscreen,Ips,ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
252,Asus,Notebook,4,1.68,24988,0,0,100.45466986113651,Amd Processor,1000,0,AMD,Windows
253,Lenovo,2 in 1 Convertible,8,1.37,98514,1,1,158.48253022174808,Intel Core i7,0,512,Intel,Windows
254,Acer,Notebook,4,3.0,37402,0,1,127.33567457123111,Intel Core i3,0,256,Nvidia,Windows
255,Dell,Ultrabook,8,1.41,50562,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
256,HP,Notebook,8,1.91,23757,0,0,100.45466986113651,Amd Processor,0,128,AMD,Windows
257,HP,Notebook,16,2.9,56423,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
258,MSI,Gaming,16,4.14,133146,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,Windows
259,Lenovo,2 in 1 Convertible,8,2.0,90522,1,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
260,Dell,Notebook,8,2.8,60845,0,0,127.33567457123111,Intel Core i7,1000,128,AMD,Windows
261,Lenovo,Notebook,4,2.2,23656,0,0,141.21199808219862,Intel Core i3,0,256,Intel,Others/No OS/Linux
262,HP,Notebook,4,2.1,38468,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows
263,Dell,Notebook,4,2.18,35004,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
264,Dell,Notebook,8,2.24,30103,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
265,Dell,2 in 1 Convertible,8,2.67,42570,1,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
266,Asus,2 in 1 Convertible,8,1.1,79866,1,0,165.6321180513006,Intel Core i7,0,1024,Intel,Windows
267,Lenovo,Notebook,4,2.2,24881,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others/No OS/Linux
268,HP,Notebook,8,2.5,54239,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
269,Lenovo,Notebook,8,2.05,46886,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
270,Apple,Ultrabook,8,1.37,104370,0,1,226.98300468106115,Intel Core i5,0,512,Intel,Mac
271,Asus,Gaming,16,3.2,82530,0,0,127.33567457123111,Amd Processor,1000,256,AMD,Windows
272,Dell,Notebook,8,2.14,39164,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others/No OS/Linux
273,Lenovo,2 in 1 Convertible,16,1.36,133146,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
274,Toshiba,Notebook,8,2.2,43263,0,0,100.45466986113651,Intel Core i7,500,0,Nvidia,Windows
275,Dell,Notebook,12,2.3,37992,0,0,100.45466986113651,Intel Core i7,1000,0,Intel,Windows
276,Dell,Notebook,8,2.8,58554,0,0,127.33567457123111,Intel Core i7,1000,128,AMD,Others/No OS/Linux
277,Acer,Notebook,8,2.2,39693,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
278,Lenovo,Notebook,4,2.8,26053,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
279,Lenovo,Notebook,8,2.8,45234,0,0,127.33567457123111,Intel Core i7,2000,0,Nvidia,Others/No OS/Linux
280,Lenovo,Notebook,6,2.8,45767,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,Windows
281,Dell,Notebook,4,2.25,22803,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Others/No OS/Linux
282,Lenovo,Gaming,8,2.5,44169,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
283,Lenovo,Notebook,6,2.2,30849,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
284,Acer,Notebook,8,3.0,50669,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
285,Acer,Notebook,12,2.15,35111,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,Windows
286,Lenovo,Notebook,8,1.95,58448,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
287,Asus,Ultrabook,8,1.7,52054,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
288,Lenovo,Gaming,16,2.5,62817,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
289,Lenovo,Notebook,8,2.2,35112,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
290,Acer,Notebook,2,2.19,10602,0,0,100.45466986113651,Other Intel Processor,0,16,Intel,Others/No OS/Linux
291,Asus,Gaming,8,3.0,63243,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
292,HP,Notebook,8,2.54,26053,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
293,Dell,Notebook,8,2.0,97449,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
294,Lenovo,Notebook,8,2.05,39373,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
295,Lenovo,Gaming,8,3.2,69210,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
296,Acer,Notebook,8,2.5,52161,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
297,Dell,Workstation,16,3.42,153705,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
298,Lenovo,Notebook,6,2.4,26586,0,0,141.21199808219862,Amd Processor,1000,0,AMD,Windows
299,Asus,Ultrabook,16,1.63,78215,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
300,Asus,Notebook,4,1.3,27119,0,0,111.93520355955211,Intel Core i3,0,128,Intel,Windows
301,Asus,Gaming,16,2.9,113060,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
302,Lenovo,Notebook,6,2.8,34578,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows
303,Lenovo,Notebook,8,2.2,29250,0,0,100.45466986113651,Intel Core i5,2000,0,Nvidia,Others/No OS/Linux
304,Asus,Gaming,8,2.5,67399,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
305,Lenovo,Notebook,4,2.2,19180,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
306,HP,2 in 1 Convertible,16,1.28,105228,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
307,Toshiba,Notebook,8,2.2,55571,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
308,Lenovo,Notebook,8,2.3,43636,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
309,HP,Notebook,4,1.86,24988,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
310,Lenovo,Notebook,8,1.1,53226,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
311,Dell,Ultrabook,16,1.21,133146,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows
312,MSI,Gaming,16,2.8,111834,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
313,Acer,Notebook,8,2.23,24988,0,0,141.21199808219862,Amd Processor,0,256,AMD,Windows
314,Asus,2 in 1 Convertible,2,1.1,14652,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
315,Dell,Notebook,8,2.33,44968,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows
316,HP,2 in 1 Convertible,16,1.29,130482,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows
317,Lenovo,Notebook,4,1.45,24503,0,0,117.82653006268643,Other Intel Processor,0,0,Intel,Others/No OS/Linux
318,HP,Notebook,8,1.95,52214,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
319,Acer,Notebook,4,1.4,25840,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
320,HP,Notebook,8,1.48,68837,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
321,Lenovo,Notebook,4,2.79,31381,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows
322,Asus,Notebook,8,2.0,58288,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
323,HP,Notebook,8,2.1,48058,0,1,100.45466986113651,Intel Core i7,1000,0,Intel,Windows
324,Acer,Notebook,8,2.2,35111,0,0,100.45466986113651,Amd Processor,0,256,AMD,Windows
325,Lenovo,Notebook,4,1.44,15557,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
326,Acer,Notebook,6,2.23,29250,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
327,Asus,Ultrabook,8,1.7,55938,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
328,HP,Ultrabook,8,1.26,71128,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows
329,Dell,Notebook,32,2.06,140605,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows
330,MSI,Gaming,8,2.7,63882,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
331,Toshiba,Notebook,8,2.0,50243,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
332,Asus,Notebook,8,2.0,71075,0,0,157.3505121487356,Intel Core i7,1000,256,Intel,Windows
333,Lenovo,Notebook,4,1.85,23922,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
334,Asus,Gaming,8,2.5,53226,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
335,HP,Notebook,8,1.48,67559,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
336,Dell,Ultrabook,8,1.9,55890,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
337,HP,Notebook,8,1.84,60952,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
338,Asus,Notebook,4,2.0,14651,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
339,Dell,Notebook,8,2.0,60885,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
340,Dell,Notebook,4,2.2,14646,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Others/No OS/Linux
341,Lenovo,Notebook,12,2.2,47898,0,0,141.21199808219862,Amd Processor,2000,0,AMD,Windows
342,HP,Notebook,8,2.1,38148,0,1,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
343,Lenovo,2 in 1 Convertible,16,1.4,111834,1,1,316.96506044349616,Intel Core i7,0,512,Intel,Windows
344,Dell,Ultrabook,8,1.2,84129,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
345,Lenovo,Gaming,16,2.4,60153,0,1,141.21199808219862,Intel Core i7,2000,256,Nvidia,Windows
346,HP,Notebook,2,1.44,14865,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
347,Dell,Ultrabook,16,1.88,85672,0,0,141.21199808219862,Intel Core i7,0,768,Intel,Windows
348,Asus,2 in 1 Convertible,4,1.5,19980,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
349,Dell,Ultrabook,8,1.9,35324,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
350,Dell,Notebook,16,2.06,108020,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
351,HP,Notebook,8,1.84,69477,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
352,MSI,Gaming,8,2.7,75071,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
353,HP,Workstation,8,2.6,92615,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
354,Toshiba,Notebook,16,2.4,74751,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
355,Dell,Notebook,8,2.02,51729,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,Windows
356,Lenovo,Notebook,4,2.2,17155,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
357,Dell,Gaming,8,2.65,53226,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
358,Dell,Notebook,8,2.36,29696,1,0,100.45466986113651,Intel Core i5,2000,0,Intel,Windows
359,Dell,Notebook,8,1.36,76030,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
360,HP,Notebook,4,1.86,23389,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows
361,Asus,Notebook,8,2.0,50349,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
362,Lenovo,Notebook,6,2.8,38308,0,0,106.11306214269258,Intel Core i5,1000,128,Nvidia,Windows
363,HP,Notebook,8,1.86,34045,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
364,Lenovo,Notebook,8,2.2,26586,0,0,100.45466986113651,Intel Core i3,0,256,Nvidia,Others/No OS/Linux
365,HP,Notebook,8,2.04,20725,0,0,100.45466986113651,Other Intel Processor,2000,0,Intel,Windows
366,Dell,Notebook,8,2.8,57808,0,0,127.33567457123111,Intel Core i5,1000,128,AMD,Windows
367,Lenovo,Gaming,8,2.4,43103,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Others/No OS/Linux
368,Dell,Notebook,8,2.33,47898,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows
369,HP,Ultrabook,8,1.36,93240,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
370,Asus,2 in 1 Convertible,12,2.26,58554,1,0,141.21199808219862,Intel Core i7,2000,512,Nvidia,Windows
371,Acer,Notebook,4,2.1,22697,0,0,100.45466986113651,Amd Processor,0,128,AMD,Windows
372,Asus,Gaming,16,3.25,117162,0,1,127.33567457123111,Amd Processor,1000,256,AMD,Windows
373,Lenovo,Notebook,4,2.6,26053,0,0,106.11306214269258,Amd Processor,0,128,AMD,Windows
374,Dell,2 in 1 Convertible,8,1.62,46300,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
375,HP,Notebook,4,1.91,26053,0,0,141.21199808219862,Amd Processor,0,256,AMD,Windows
376,Lenovo,Netbook,4,1.59,29463,0,1,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
377,Dell,Notebook,4,1.8,16463,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
378,Asus,Notebook,4,1.5,15238,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
379,Acer,Notebook,8,2.4,45074,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
380,HP,Gaming,8,3.35,63456,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
381,Lenovo,Notebook,4,1.85,21498,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Others/No OS/Linux
382,Asus,Gaming,8,2.3,88178,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
383,Lenovo,Notebook,8,1.5,58554,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
384,Asus,Ultrabook,16,1.1,93181,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
385,Lenovo,Ultrabook,8,1.13,121584,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows
386,Lenovo,Notebook,4,1.5,29250,0,1,165.6321180513006,Intel Core i3,0,128,Intel,Windows
387,Dell,Workstation,8,2.23,72940,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
388,Dell,Workstation,8,2.0,113752,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
389,Lenovo,2 in 1 Convertible,16,1.42,133679,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
390,Asus,Gaming,8,3.0,55357,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
391,Asus,Gaming,16,3.0,84768,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
392,Acer,Notebook,12,2.2,36975,0,1,100.45466986113651,Intel Core i5,1000,0,Nvidia,Windows
393,MSI,Gaming,8,2.7,71874,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
394,Dell,Notebook,8,2.33,41498,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others/No OS/Linux
395,HP,Ultrabook,4,1.91,26586,0,0,141.21199808219862,Amd Processor,0,256,AMD,Windows
396,Lenovo,Notebook,8,2.1,65510,0,1,141.21199808219862,Intel Core i7,0,256,AMD,Windows
397,Lenovo,Notebook,8,1.9,49976,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
398,Dell,Workstation,8,1.78,144495,1,0,282.42399616439724,Intel Core i7,0,256,Nvidia,Windows
399,Lenovo,Ultrabook,16,1.13,139860,0,1,209.8006828649808,Intel Core i7,0,1000,Intel,Windows
400,Lenovo,Notebook,4,2.2,16303,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Windows
401,Asus,Gaming,16,2.9,81465,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
402,Lenovo,Notebook,8,2.1,60978,0,1,141.21199808219862,Intel Core i5,1000,256,AMD,Windows
403,Acer,Notebook,8,2.5,46833,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
404,MSI,Gaming,16,2.8,119826,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
405,Asus,Ultrabook,8,1.1,99793,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
406,Toshiba,Ultrabook,16,1.2,93080,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
407,Dell,Ultrabook,8,1.36,89510,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
408,Lenovo,Notebook,4,2.2,21791,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows
409,Lenovo,Notebook,2,1.15,16221,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
410,Lenovo,Workstation,8,2.67,102564,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
411,Lenovo,Ultrabook,8,1.7,103523,0,1,209.8006828649808,Intel Core i7,0,512,Nvidia,Windows
412,HP,Notebook,4,2.1,24988,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows
413,Acer,2 in 1 Convertible,8,1.6,42038,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
414,Asus,2 in 1 Convertible,8,1.27,49443,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
415,Dell,Notebook,4,2.3,31909,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Others/No OS/Linux
416,Dell,Notebook,4,1.65,36709,0,0,117.82653006268643,Intel Core i3,0,128,Intel,Windows
417,HP,Ultrabook,8,1.43,79920,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
418,Dell,Notebook,8,2.14,28768,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
419,Lenovo,Ultrabook,8,1.75,64755,0,1,157.3505121487356,Intel Core i7,0,256,AMD,Windows
420,Lenovo,2 in 1 Convertible,16,2.0,101178,1,1,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
421,Chuwi,Notebook,6,1.4,23922,0,1,267.3384360344031,Other Intel Processor,0,0,Intel,Windows
422,HP,Notebook,8,2.31,76030,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
423,Asus,Notebook,8,2.3,31808,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Others/No OS/Linux
424,Dell,Gaming,16,4.42,149130,0,1,169.78089942830815,Intel Core i7,1000,256,Nvidia,Windows
425,Dell,Gaming,8,2.62,61751,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
426,Dell,Notebook,8,2.02,60867,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows
427,Dell,Ultrabook,8,1.6,58554,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Others/No OS/Linux
428,HP,Gaming,12,3.35,106506,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
429,Mediacom,2 in 1 Convertible,4,1.16,15930,1,1,189.90579052433606,Other Intel Processor,0,32,Intel,Windows
430,Samsung,Netbook,4,1.15,14332,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
431,Lenovo,Notebook,8,1.4,53812,0,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
432,Lenovo,Notebook,4,1.7,31914,0,1,157.3505121487356,Intel Core i3,0,128,Intel,Windows
433,Lenovo,Workstation,16,2.3,130269,0,1,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
434,Lenovo,Notebook,16,2.5,130482,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
435,Asus,Gaming,8,3.2,90309,0,0,127.33567457123111,Amd Processor,1000,256,AMD,Windows
436,HP,Notebook,4,2.1,18488,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
437,Google,Ultrabook,16,1.1,117162,1,0,234.50740003017813,Intel Core i7,0,512,Intel,Others/No OS/Linux
438,Lenovo,Ultrabook,24,1.32,126912,0,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
439,Asus,Notebook,4,2.0,29783,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Others/No OS/Linux
440,Lenovo,Notebook,8,2.8,27652,0,0,106.11306214269258,Amd Processor,1000,0,AMD,Windows
441,Dell,Notebook,4,2.2,39906,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows
442,Lenovo,Ultrabook,8,1.36,76137,0,1,176.23257360658386,Intel Core i5,0,256,Intel,Windows
443,Lenovo,Notebook,4,2.2,18594,0,0,141.21199808219862,Other Intel Processor,0,128,Intel,Windows
444,HP,Gaming,8,2.2,58554,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
445,Dell,Notebook,8,1.64,62817,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
446,Acer,Notebook,4,2.4,23539,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Others/No OS/Linux
447,Dell,Workstation,8,2.23,106187,0,0,141.21199808219862,Other Intel Processor,1000,0,Nvidia,Windows
448,MSI,Gaming,8,2.2,54757,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
449,Microsoft,Ultrabook,16,1.25,137941,1,0,200.84255993695703,Intel Core i7,0,512,Intel,Windows
450,HP,Notebook,8,1.91,31381,0,0,100.45466986113651,Intel Core i5,0,128,Intel,Windows
451,Dell,Workstation,16,2.17,105228,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
452,HP,Workstation,8,2.31,81731,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
453,Lenovo,Notebook,8,1.65,71661,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
454,Dell,Notebook,8,2.36,52161,0,0,141.21199808219862,Intel Core i7,1000,128,AMD,Windows
455,Dell,2 in 1 Convertible,4,1.47,25521,1,0,135.0942111925629,Other Intel Processor,500,0,Intel,Windows
456,Dell,Notebook,8,4.42,109010,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
457,Microsoft,Ultrabook,4,1.252,52693,1,0,200.84255993695703,Other Intel Processor,0,128,Intel,Windows
458,Microsoft,Ultrabook,8,1.25,95850,1,0,200.84255993695703,Intel Core i7,0,256,Intel,Windows
459,HP,Notebook,8,2.5,34093,0,0,106.11306214269258,Intel Core i3,0,256,Intel,Windows
460,Acer,Notebook,4,2.23,28984,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
461,Acer,Netbook,4,1.4,23176,0,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
462,Asus,Notebook,8,2.37,39906,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
463,Lenovo,Notebook,8,1.5,42570,0,1,157.3505121487356,Intel Core i7,0,512,AMD,Others/No OS/Linux
464,Lenovo,Notebook,8,2.67,111355,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
465,Asus,Notebook,4,2.0,16197,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
466,Acer,Notebook,4,2.2,24988,0,0,100.45466986113651,Intel Core i3,500,0,Nvidia,Windows
467,Dell,Notebook,8,2.02,40439,0,0,141.21199808219862,Intel Core i5,2000,0,AMD,Windows
468,HP,Gaming,12,3.78,90522,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
469,Lenovo,Ultrabook,12,1.4,98994,0,1,209.8006828649808,Intel Core i7,0,256,Intel,Windows
470,HP,2 in 1 Convertible,8,1.29,106506,1,1,331.2642361026012,Intel Core i7,0,512,Intel,Windows
471,HP,Notebook,8,1.9,61485,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
472,Google,Ultrabook,8,1.1,67932,1,0,234.50740003017813,Intel Core i5,0,128,Intel,Others/No OS/Linux
473,Dell,Ultrabook,8,1.42,98133,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
474,Asus,Notebook,12,2.06,69210,0,1,282.42399616439724,Intel Core i7,1000,128,Intel,Windows
475,Dell,Notebook,8,1.79,39427,0,0,111.93520355955211,Intel Core i3,0,128,Intel,Windows
476,Dell,Workstation,8,1.78,128298,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
477,Lenovo,Notebook,8,1.7,72673,0,0,157.3505121487356,Intel Core i5,0,180,Intel,Windows
478,Dell,Notebook,8,2.2,35964,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
479,Toshiba,Notebook,8,1.05,89084,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
480,Dell,Notebook,8,2.16,67239,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
481,Dell,Notebook,4,2.18,31254,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Windows
482,HP,Notebook,4,1.49,38681,0,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows
483,Chuwi,Notebook,4,1.89,13261,0,0,141.21199808219862,Other Intel Processor,0,0,Intel,Windows
484,Lenovo,Notebook,4,2.3,30103,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Windows
485,Lenovo,Notebook,8,1.75,55890,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
486,Dell,Workstation,16,2.17,124568,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
487,Dell,Notebook,16,2.06,101178,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
488,Lenovo,Ultrabook,16,1.36,95797,0,1,176.23257360658386,Intel Core i7,0,512,Intel,Windows
489,Asus,Ultrabook,16,0.91,103896,0,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows
490,Lenovo,Notebook,8,2.3,53918,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
491,Toshiba,Ultrabook,32,1.05,149130,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
492,Asus,Gaming,8,1.99,71928,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
493,Acer,Notebook,8,2.2,30849,0,0,100.45466986113651,Amd Processor,1000,0,AMD,Windows
494,Asus,Gaming,24,4.33,67612,1,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
495,Lenovo,Ultrabook,8,1.3,58554,0,1,125.36742798669837,Intel Core i5,0,180,Intel,Windows
496,Lenovo,Notebook,8,2.17,47893,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
497,HP,Notebook,8,1.48,93186,0,0,157.3505121487356,Intel Core i7,0,1000,Intel,Windows
498,Lenovo,Notebook,8,1.4,50562,0,1,165.6321180513006,Intel Core i3,0,256,Intel,Windows
499,Lenovo,Notebook,8,2.3,48538,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
500,Asus,Netbook,4,1.2,18115,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
501,HP,Notebook,8,1.91,32979,0,0,100.45466986113651,Intel Core i5,0,256,AMD,Windows
502,Lenovo,2 in 1 Convertible,8,1.4,85194,1,1,158.48253022174808,Intel Core i5,0,256,Intel,Windows
503,Lenovo,Notebook,4,2.1,15930,0,0,111.93520355955211,Other Intel Processor,500,0,Intel,Windows
